"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"918","J. Hilliman","J. Hilliman","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"919","E. Dungey","E. Dungey","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"920","H. Hentges","H. Hentges","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"921","K. McKnight","K. McKnight","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"922","G. Aston","G. Aston","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"923","J. Johnson","J. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"924","T. Rahming","T. Rahming","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"925","K. Dillon","K. Dillon","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"926","A. Fort","A. Fort","TE","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"927","R. Guerrier","R. Guerrier","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"928","J. Lloyd","J. Lloyd","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"929","K. Brown","K. Brown","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"930","R. Brooker","R. Brooker","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"931","A. Bachman","A. Bachman","WR","NYG","10","","injury-status","Final L 13-27 vs DEN","-0","1","-3","-","-","-","-","-","-","-","-","-"
"932","M. Colburn","M. Colburn","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"933","J. Sumpter","J. Sumpter","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"934","A. Hollins","A. Hollins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"935","D. Davis","D. Davis","WR","HOU","10","","injury-status","Final W 37-21 vs JAX","2","-","-","-","1","3","17","-","-","-","-","-"
"936","J. Washington","J. Washington","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"937","D. Belcher","D. Belcher","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"938","A. Richardson","A. Richardson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"939","X. Turner","X. Turner","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"940","D. Anderson","D. Anderson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"941","D. Jeanpiere","D. Jeanpiere","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"942","C. Meier","C. Meier","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"943","P. White","P. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"944","M. Walker","M. Walker","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"945","D. Snelson","D. Snelson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"946","R. Leonard","R. Leonard","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"947","C. Worton","C. Worton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"948","K. Lewis","K. Lewis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"949","S. Bane","S. Bane","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"950","M. Wilkins","M. Wilkins","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"951","S. Louis","S. Louis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"952","X. Ubosi","X. Ubosi","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"953","J. Duhart","J. Duhart","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"954","J. Ellis","J. Ellis","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"955","J. Dolegala","J. Dolegala","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"956","I. Bunting","I. Bunting","TE","DAL","7","Ques","injury-status questionable","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"957","C. Cox","C. Cox","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"958","C. Gillaspia","C. Gillaspia","RB","NYG","10","Ques","injury-status questionable","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"959","M. Green","M. Green","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"960","T. Wood","T. Wood","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"961","R. White","R. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"962","J. Powell","J. Powell","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"963","D. Holland","D. Holland","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"964","T. Thompson","T. Thompson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"965","J. Cox","J. Cox","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"966","T. Mayfield","T. Mayfield","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"967","W. Speight","W. Speight","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"968","T. McMillian","T. McMillian","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"969","M. Sokol","M. Sokol","TE","DET","7","","injury-status","Final L 33-41 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"970","J. Lovett","J. Lovett","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"971","N. Easley","N. Easley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"972","I. Hyman","I. Hyman","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"973","B. Silvers","B. Silvers","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"974","V. Holmes","V. Holmes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"975","C. Wade","C. Wade","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"976","D. Sheehy-Guiseppi","D. Sheehy-Guiseppi","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"977","C. Murphy","C. Murphy","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"978","S. Smith","S. Smith","RB","LV","8","","injury-status","Final W 33-27 vs BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"979","A. Ware","A. Ware","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"980","E. Stick","E. Stick","QB","LAC","7","","injury-status","Final W 20-16 @ WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"981","K. Whyte","K. Whyte","RB","GB","13","","injury-status","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"982","C. Thompson","C. Thompson","WR","SEA","9","","injury-status","Final W 28-16 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"983","J. Williams","J. Williams","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"984","J. Ursua","J. Ursua","WR","SEA","9","","injury-status","Final W 28-16 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"985","J. Scarlett","J. Scarlett","RB","MIA","14","","injury-status","Final W 17-16 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"986","K. Warring","K. Warring","TE","JAX","7","","injury-status","Final L 21-37 @ HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"987","A. Wesley","A. Wesley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"988","L. Scott","L. Scott","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"989","M. Weber","M. Weber","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"990","J. Smith","J. Smith","WR - NE","","","","injury-status","Final L 16-17 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"991","D. Williams","D. Williams","RB","CLE","13","","injury-status","Final L 29-33 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"992","C. Thorson","C. Thorson","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"993","T. Williams","T. Williams","RB","CIN","10","","injury-status","Final W 27-24 vs MIN","6","15","51","-","1","2","4","-","-","-","-","-"
"994","C. Wilson","C. Wilson","TE","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"995","I. Smith","I. Smith","TE","MIN","7","IR","injury-status ir","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"996","W. Hills","W. Hills","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"997","J. Browning","J. Browning","QB","CIN","10","","injury-status","Final W 27-24 vs MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"998","E. Butler","E. Butler","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"999","J. Custis","J. Custis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1000","B. Johnson","B. Johnson","WR","MIN","7","Ques","injury-status questionable","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"1001","B. Anderson","B. Anderson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1002","J. Webb","J. Webb","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1003","T. Brady","T. Brady","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1004","D. Mitchell","D. Mitchell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1005","G. Jennings","G. Jennings","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1006","B. Rypien","B. Rypien","QB","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","2","-","-"
"1007","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1008","K. Doss","K. Doss","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1009","A. Barnes","A. Barnes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1010","N. Brossette","N. Brossette","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1011","J. Dixon","J. Dixon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1012","D. Lodge","D. Lodge","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1013","D. Raymond","D. Raymond","TE","PIT","7","","injury-status","Final W 23-16 @ BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"1014","R. Armstead","R. Armstead","RB","JAX","7","","injury-status","Final L 21-37 @ HOU","11","15","80","-","3","4","16","-","-","-","-","-"
"1015","J. Ferguson","J. Ferguson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1016","J. Hill","J. Hill","RB","BAL","8","","injury-status","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"1017","A. Ratliff-Williams","A. Ratliff-Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1018","T. Godwin","T. Godwin","WR","JAX","7","","injury-status","Final L 21-37 @ HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"1019","K. Higdon","K. Higdon","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1020","A. Mack","A. Mack","TE - GB","","","Ques","injury-status questionable","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"1021","T. McSorley","T. McSorley","QB","ARI","12","","injury-status","Final W 38-13 @ TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"1022","G. Dortch","G. Dortch","WR","ARI","12","","injury-status","Final W 38-13 @ TEN","5","1","24","-","3","3","15","-","-","-","-","-"
"1023","J. Moore","J. Moore","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1024","I. Nauta","I. Nauta","TE","GB","13","Ques","injury-status questionable","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"1025","N. Murray","N. Murray","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1026","F. Davis","F. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1027","A. Johnson","A. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1028","E. Hall","E. Hall","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1029","E. Holyfield","E. Holyfield","RB","CIN","10","","injury-status","Final W 27-24 vs MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"1030","R. Anderson","R. Anderson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1031","W. Grier","W. Grier","QB","DAL","7","","injury-status","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"1032","B. Love","B. Love","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1033","R. Finley","R. Finley","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1034","K. Harmon","K. Harmon","WR","WAS","9","","injury-status","Final L 16-20 vs LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"1035","R. Ridley","R. Ridley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1036","L. Paulsen","L. Paulsen","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1037","P. Andersen","P. Andersen","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1038","R. Jones","R. Jones","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1039","B. Mitchell","B. Mitchell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1040","D. Spencer","D. Spencer","WR","DEN","11","","injury-status","Final W 27-13 @ NYG","-6","-","-","-","1","4","-3","-","-","-","-","-"
"1041","J. Gardner","J. Gardner","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1042","C. Jessop","C. Jessop","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1043","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1044","K. McCrary","K. McCrary","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1045","J. Stockton","J. Stockton","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1046","D. Prince","D. Prince","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1047","D. Carrington","D. Carrington","WR","","","NA","injury-status na","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1048","A. Wolf","A. Wolf","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1049","G. Holmes","G. Holmes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1050","B. Bobo","B. Bobo","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1051","M. Peterson","M. Peterson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1052","J. Butler","J. Butler","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1053","M. Turner","M. Turner","WR","DAL","7","","injury-status","Final L 29-31 @ TB","39","-","-","-","12","16","149","3","-","-","-","-"
"1054","M. Jones","M. Jones","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1055","M. Chapman","M. Chapman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1056","J. Murphy","J. Murphy","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1057","C. Serigne","C. Serigne","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1058","A. Lacombe","A. Lacombe","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1059","J. Smith","J. Smith","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1060","J. Crockett","J. Crockett","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
